TransactionID,EmployeeID,Amount,Date,PaymentMethod
TX0106,EMP014,5085.0,2026-07-31,Net Banking
TX0107,EMP039,10736.0,2026-07-22,UPI
TX0108,EMP049,26292.0,2026-07-11,UPI
TX0109,EMP014,545.0,2026-07-22,Cash
TX0110,EMP039,8855.0,2026-08-03,Cash
TX0111,EMP014,2288.0,2026-08-09,UPI
TX0112,EMP036,17063.0,2026-08-08,Card
TX0113,EMP040,7892.0,2026-07-08,Cash
TX0114,EMP023,23863.0,2026-07-25,Card
TX0115,EMP037,17757.0,2026-07-05,Card
TX0116,EMP014,23622.0,2026-07-28,UPI
TX0117,EMP004,19229.0,2026-08-10,Card
TX0118,EMP005,13432.0,2026-07-03,Net Banking
TX0119,EMP023,25898.0,2026-07-27,Cash
TX0120,EMP046,14549.0,2026-08-08,Net Banking
TX0121,EMP007,28523.0,2026-08-04,UPI
TX0122,EMP007,106966.0,2026-07-17,UPI
TX0123,EMP036,17876.0,2026-07-05,Cash
TX0124,EMP011,20400.0,2026-08-07,UPI
TX0125,EMP037,8042.0,2026-08-07,Cash
TX0126,EMP007,91185.0,2026-07-24,Net Banking
TX0127,EMP041,,2026-08-10,Card
TX0128,EMP029,27125.0,2026-07-01,Cash
TX0129,EMP028,8376.0,2026-07-26,Cash
TX0130,EMP009,23733.0,2026-07-02,UPI
TX0131,EMP024,14373.0,2026-08-08,Net Banking
TX0132,EMP043,5962.0,2026-07-28,UPI
TX0133,EMP001,5550.0,2026-08-07,Net Banking
TX0134,EMP038,17084.0,2026-07-24,Cash
TX0135,EMP025,9923.0,2026-07-04,UPI
TX0136,EMP036,3505.0,2026-07-02,Cash
TX0137,EMP034,13100.0,2026-07-14,UPI
TX0138,EMP022,19761.0,2026-07-31,Cash
TX0139,EMP016,9909.0,2026-07-07,Net Banking
TX0140,EMP032,28682.0,2026-08-04,Net Banking
TX0141,EMP008,23496.0,2026-07-10,Net Banking
TX0142,EMP030,15625.0,2026-07-21,Card
TX0143,EMP005,28072.0,2026-07-09,Cash
TX0144,EMP033,13272.0,2026-07-20,Card
TX0145,EMP032,4620.0,2026-07-19,Net Banking
TX0146,EMP005,1557.0,2026-07-01,Card
TX0147,EMP038,28171.0,2026-07-24,Net Banking
TX0148,EMP021,28813.0,2026-08-02,Card
TX0149,EMP040,22307.0,2026-08-08,Cash
TX0150,EMP003,3538.0,2026-07-14,UPI
TX0151,EMP009,9162.0,2026-08-06,Cash
TX0152,EMP025,1711.0,2026-08-06,UPI
TX0153,EMP010,2011.0,2026-08-10,UPI
TX0154,EMP017,7758.0,2026-07-16,Card
TX0155,EMP034,17378.0,2026-08-04,Card
TX0156,EMP008,2433.0,2026-07-24,Cash
TX0157,EMP034,29545.0,2026-07-03,Card
TX0158,EMP006,13925.0,2026-07-12,UPI
TX0159,EMP009,8283.0,2026-07-28,Card
TX0160,EMP030,15724.0,2026-07-07,Card
TX0161,EMP040,23809.0,2026-07-18,Cash
TX0162,EMP009,9720.0,2026-08-01,Cash
TX0163,EMP015,1901.0,2026-07-07,UPI
TX0164,EMP047,2003.0,2026-07-21,Cash
TX0165,EMP050,25633.0,2026-07-09,Cash
TX0166,EMP030,3792.0,2026-07-22,Net Banking
TX0167,EMP023,19249.0,2026-07-10,Cash
TX0168,EMP018,11842.0,2026-08-09,Net Banking
TX0169,EMP031,23436.0,2026-07-04,UPI
TX0170,EMP030,,2026-08-09,Cash
TX0171,EMP015,26984.0,2026-08-02,UPI
TX0172,EMP002,21096.0,2026-08-05,UPI
TX0173,EMP008,13753.0,2026-08-04,Net Banking
TX0174,EMP048,6607.0,2026-07-08,Card
TX0175,EMP021,29325.0,2026-08-08,Cash
TX0176,EMP025,9411.0,2026-07-25,Cash
TX0177,EMP024,14970.0,2026-08-09,Cash
TX0178,EMP040,12126.0,2026-08-06,UPI
TX0179,EMP004,7301.0,2026-07-24,UPI
TX0180,EMP005,12789.0,2026-07-16,UPI
TX0181,EMP014,4968.0,2026-07-05,Net Banking
TX0182,EMP025,548.0,2026-07-05,UPI
TX0183,EMP034,9054.0,2026-07-16,Cash
TX0184,EMP025,3806.0,2026-08-03,Card
TX0185,EMP023,12735.0,2026-07-21,UPI
TX0186,EMP047,25951.0,2026-07-20,Card
TX0187,EMP009,5295.0,2026-07-11,UPI
TX0188,EMP029,536.0,2026-07-24,UPI
TX0189,EMP028,3777.0,2026-07-27,UPI
TX0190,EMP024,15490.0,2026-08-10,Net Banking
TX0191,EMP041,,2026-07-30,Cash
TX0192,EMP014,14940.0,2026-07-25,Net Banking
TX0193,EMP048,1362.0,2026-08-07,Card
TX0194,EMP017,10326.0,2026-07-18,UPI
TX0195,EMP028,12598.0,2026-08-08,Cash
TX0196,EMP027,13224.0,2026-07-16,Net Banking
TX0197,EMP043,16759.0,2026-07-06,Cash
TX0198,EMP022,23527.0,2026-07-18,UPI
TX0199,EMP015,14283.0,2026-07-06,Card
TX0200,EMP002,25315.0,2026-07-05,Net Banking
TX0201,EMP019,16127.0,2026-08-06,Cash
TX0202,EMP042,8180.0,2026-08-02,Net Banking
TX0203,EMP001,7256.0,2026-07-10,Cash
TX0204,EMP045,10013.0,2026-08-04,UPI
TX0205,EMP028,18125.0,2026-07-03,Net Banking
TX0206,EMP008,7653.0,2026-07-12,Net Banking
TX0207,EMP016,27468.0,2026-07-29,Cash
TX0208,EMP028,14655.0,2026-07-13,Net Banking
TX0209,EMP016,25966.0,2026-07-30,UPI
TX0210,EMP006,20656.0,2026-08-05,Net Banking
TX0211,EMP034,10333.0,2026-07-03,UPI
TX0212,EMP034,7233.0,2026-07-01,Net Banking
TX0213,EMP006,22446.0,2026-08-08,UPI
TX0214,EMP015,10256.0,2026-07-22,Cash
TX0215,EMP013,7782.0,2026-07-21,Net Banking
TX0216,EMP033,27946.0,2026-07-20,UPI
TX0217,EMP037,14737.0,2026-07-18,UPI
TX0218,EMP037,1932.0,2026-07-29,Net Banking
TX0219,EMP047,15095.0,2026-07-24,UPI
TX0220,EMP039,14092.0,2026-07-07,Cash
TX0221,EMP017,25987.0,2026-07-26,Net Banking
TX0222,EMP006,21490.0,2026-07-28,Cash
TX0223,EMP031,6145.0,2026-07-05,Card
TX0224,EMP046,4938.0,2026-07-16,Card
TX0225,EMP007,167342.0,2026-08-02,Cash
TX0226,EMP012,1897.0,2026-07-26,Cash
TX0227,EMP012,9910.0,2026-07-06,Cash
TX0228,EMP002,4577.0,2026-07-02,UPI
TX0229,EMP008,1106.0,2026-07-24,Cash
TX0230,EMP028,,2026-07-19,Cash
TX0231,EMP028,3149.0,2026-08-09,Cash
TX0232,EMP019,773.0,2026-07-22,UPI
TX0233,EMP016,28020.0,2026-08-08,Cash
TX0234,EMP042,6055.0,2026-07-09,Cash
TX0235,EMP024,24588.0,2026-07-19,UPI
TX0236,EMP041,1422.0,2026-07-06,Net Banking
TX0237,EMP049,5029.0,2026-07-24,Cash
TX0238,EMP016,3763.0,2026-07-08,Card
TX0239,EMP011,21334.0,2026-07-21,Cash
TX0240,EMP048,18794.0,2026-07-15,Cash
TX0241,EMP032,14527.0,2026-07-08,Cash
TX0242,EMP015,7628.0,2026-07-04,Card
TX0243,EMP032,3121.0,2026-07-21,Net Banking
TX0244,EMP026,17291.0,2026-08-08,Net Banking
TX0245,EMP046,7306.0,2026-07-09,UPI
TX0246,EMP013,17910.0,2026-07-17,Cash
TX0247,EMP050,20780.0,2026-07-10,UPI
TX0248,EMP047,25558.0,2026-08-03,Card
TX0249,EMP010,15072.0,2026-07-18,Net Banking
TX0250,EMP009,639.0,2026-08-09,UPI
TX0251,EMP027,8779.0,2026-07-11,Card
TX0252,EMP003,25674.0,2026-07-04,UPI
TX0253,EMP015,16230.0,2026-07-24,Cash
TX0254,EMP022,18764.0,2026-07-27,Card
TX0255,EMP049,14005.0,2026-08-10,Cash
TX0256,EMP050,5300.0,2026-08-05,Net Banking
TX0257,EMP008,26952.0,2026-08-06,Cash
TX0258,EMP045,23301.0,2026-07-27,Cash
TX0259,EMP005,29857.0,2026-07-15,UPI
TX0260,EMP038,25737.0,2026-07-18,UPI
TX0261,EMP043,9088.0,2026-07-06,Net Banking
TX0262,EMP045,8000.0,2026-07-18,Net Banking
TX0263,EMP012,7829.0,2026-07-15,Cash
TX0264,EMP045,27604.0,2026-07-02,Card
TX0265,EMP006,16929.0,2026-07-09,UPI
TX0266,EMP026,13906.0,2026-07-22,Net Banking
TX0267,EMP024,29063.0,2026-07-16,Net Banking
TX0268,EMP016,18301.0,2026-08-10,UPI
TX0269,EMP002,27328.0,2026-07-20,Cash
TX0270,EMP039,29547.0,2026-08-09,Cash
TX0271,EMP017,,2026-07-28,Card
TX0272,EMP034,11165.0,2026-07-02,Net Banking
TX0273,EMP021,22157.0,2026-07-09,UPI
TX0274,EMP019,24488.0,2026-07-29,Card
TX0275,EMP045,4880.0,2026-07-23,UPI
TX0276,EMP005,9892.0,2026-07-13,Cash
TX0277,EMP037,16671.0,2026-07-22,Cash
TX0278,EMP038,24076.0,2026-08-07,Net Banking
TX0279,EMP019,3832.0,2026-07-16,Cash
TX0280,EMP014,18221.0,2026-07-02,UPI
TX0281,EMP001,,2026-07-13,Card
TX0282,EMP047,6882.0,2026-08-08,UPI
TX0283,EMP048,15704.0,2026-08-01,Cash
TX0284,EMP013,12713.0,2026-08-04,Cash
TX0285,EMP002,19253.0,2026-08-07,Net Banking
TX0286,EMP007,9870.0,2026-07-05,Card
TX0287,EMP004,24786.0,2026-07-12,Card
TX0288,EMP042,2804.0,2026-07-03,UPI
TX0289,EMP045,25925.0,2026-07-01,Card
TX0290,EMP008,1380.0,2026-08-04,Card
TX0291,EMP038,22208.0,2026-08-08,Net Banking
TX0292,EMP009,10721.0,2026-07-07,Net Banking
TX0293,EMP019,11808.0,2026-07-30,UPI
TX0294,EMP030,1061.0,2026-07-22,Card
TX0295,EMP036,21211.0,2026-07-03,Cash
TX0296,EMP044,5381.0,2026-08-07,Card
TX0297,EMP003,19945.0,2026-08-05,UPI
TX0298,EMP010,21892.0,2026-07-24,Net Banking
TX0299,EMP015,25434.0,2026-07-30,Cash
TX0300,EMP016,21388.0,2026-07-17,Cash
TX0301,EMP050,9394.0,2026-08-02,Card
TX0302,EMP039,22288.0,2026-07-19,Net Banking
TX0303,EMP017,24865.0,2026-08-10,UPI
TX0304,EMP049,9856.0,2026-07-03,Card
TX0305,EMP025,4163.0,2026-07-08,Net Banking
TX0306,EMP026,26755.0,2026-08-09,Net Banking
TX0307,EMP022,4864.0,2026-07-12,Card
TX0308,EMP008,18018.0,2026-07-13,Cash
TX0309,EMP047,7470.0,2026-08-02,UPI
TX0310,EMP001,4217.0,2026-07-08,UPI
TX0311,EMP009,23404.0,2026-07-22,Card
TX0312,EMP012,4739.0,2026-07-12,Net Banking
TX0313,EMP014,20271.0,2026-07-09,Cash
TX0314,EMP007,20946.0,2026-08-09,Card
TX0315,EMP001,2276.0,2026-07-09,Card
TX0316,EMP034,5601.0,2026-07-04,UPI
TX0317,EMP049,23933.0,2026-07-28,Card
TX0318,EMP007,15465.0,2026-08-05,UPI
TX0319,EMP015,4079.0,2026-07-06,UPI
TX0320,EMP026,29757.0,2026-07-30,Cash
TX0321,EMP047,8317.0,2026-07-23,UPI
TX0322,EMP035,618.0,2026-08-04,UPI
TX0323,EMP039,27762.0,2026-07-06,Cash
TX0324,EMP030,989.0,2026-08-10,Card
TX0325,EMP021,16824.0,2026-07-26,Card
TX0326,EMP010,29795.0,2026-08-04,UPI
TX0327,EMP044,17545.0,2026-07-15,UPI
TX0328,EMP007,79822.0,2026-08-08,Card
TX0329,EMP002,11951.0,2026-07-26,Cash
TX0330,EMP036,4243.0,2026-07-06,Card
TX0331,EMP005,17394.0,2026-08-07,Cash
TX0332,EMP037,26970.0,2026-08-02,Cash
TX0333,EMP042,3187.0,2026-07-13,Card
TX0334,EMP007,26471.0,2026-07-23,Card
TX0335,EMP022,12743.0,2026-07-16,Card
TX0336,EMP007,16317.0,2026-07-23,UPI
TX0337,EMP029,5379.0,2026-08-09,Cash
TX0338,EMP047,18842.0,2026-08-06,Cash
TX0339,EMP005,5879.0,2026-07-09,Card
TX0340,EMP007,214953.0,2026-08-09,Card
TX0341,EMP049,21787.0,2026-07-18,Card
TX0342,EMP016,1990.0,2026-07-29,Cash
TX0343,EMP007,13691.0,2026-08-01,Net Banking
TX0344,EMP025,18039.0,2026-07-20,UPI
TX0345,EMP026,4394.0,2026-07-19,Card
TX0346,EMP034,9195.0,2026-07-19,UPI
TX0347,EMP016,10633.0,2026-08-05,Card
TX0348,EMP048,20076.0,2026-07-16,UPI
TX0349,EMP027,29312.0,2026-07-12,Card
TX0350,EMP015,25169.0,2026-07-15,Card
TX0351,EMP049,6098.0,2026-07-08,Card
TX0352,EMP047,1035.0,2026-07-17,Card
TX0353,EMP025,2031.0,2026-07-05,Net Banking
TX0354,EMP002,18073.0,2026-07-04,Net Banking
TX0355,EMP030,5109.0,2026-07-30,UPI
TX0356,EMP028,7322.0,2026-07-04,Card
TX0357,EMP008,25498.0,2026-07-24,Net Banking
TX0358,EMP032,26279.0,2026-08-01,Cash
TX0359,EMP043,25251.0,2026-07-30,UPI
TX0360,EMP006,7983.0,2026-07-19,Cash
TX0361,EMP037,18780.0,2026-07-08,UPI
TX0362,EMP008,18517.0,2026-08-08,UPI
TX0363,EMP038,5964.0,2026-08-04,Cash
TX0364,EMP021,16829.0,2026-07-26,Cash
TX0365,EMP001,15995.0,2026-07-04,Net Banking
TX0366,EMP049,12186.0,2026-07-02,Card
TX0367,EMP009,22674.0,2026-07-13,Net Banking
TX0368,EMP030,20489.0,2026-07-07,Card
TX0369,EMP010,16213.0,2026-08-05,Cash
TX0370,EMP047,21910.0,2026-07-09,UPI
TX0371,EMP037,23011.0,2026-07-12,UPI
TX0372,EMP041,17224.0,2026-08-10,Net Banking
TX0373,EMP022,8396.0,2026-08-03,Net Banking
TX0374,EMP024,22873.0,2026-07-09,Net Banking
TX0375,EMP032,21669.0,2026-07-16,Card
TX0376,EMP040,29510.0,2026-07-22,UPI
TX0377,EMP043,4918.0,2026-07-28,Net Banking
TX0378,EMP001,12868.0,2026-08-08,Cash
TX0379,EMP034,27764.0,2026-08-05,UPI
TX0380,EMP006,15680.0,2026-08-10,Net Banking
TX0381,EMP015,28307.0,2026-07-02,Net Banking
TX0382,EMP042,867.0,2026-07-10,Card
TX0383,EMP013,1537.0,2026-07-24,Net Banking
TX0384,EMP040,23982.0,2026-07-03,Net Banking
TX0385,EMP024,11073.0,2026-07-15,Cash
TX0386,EMP012,15846.0,2026-07-07,Cash
TX0387,EMP017,13126.0,2026-08-08,Card
TX0388,EMP027,12534.0,2026-07-03,Net Banking
TX0389,EMP039,28214.0,2026-07-07,Net Banking
TX0390,EMP031,3275.0,2026-07-09,Net Banking
TX0391,EMP047,23280.0,2026-07-07,Cash
TX0392,EMP044,26744.0,2026-07-24,UPI
TX0393,EMP038,19893.0,2026-07-15,Card
TX0394,EMP031,12152.0,2026-08-07,Card
TX0395,EMP015,5220.0,2026-07-11,Net Banking
TX0396,EMP021,20636.0,2026-07-23,Cash
TX0397,EMP006,14329.0,2026-07-28,Cash
TX0398,EMP019,4906.0,2026-07-26,UPI
TX0399,EMP047,11109.0,2026-08-02,Net Banking
TX0400,EMP022,28865.0,2026-07-09,Card
TX0401,EMP006,8328.0,2026-07-21,UPI
TX0402,EMP033,5764.0,2026-08-02,Net Banking
TX0403,EMP049,20618.0,2026-08-05,UPI
TX0404,EMP044,6386.0,2026-07-26,UPI
TX0405,EMP014,27637.0,2026-07-27,UPI
TX0406,EMP023,,2026-08-05,Card
TX0407,EMP027,29514.0,2026-07-26,UPI
TX0408,EMP013,27421.0,2026-08-08,Net Banking
TX0409,EMP007,235731.0,2026-07-06,Cash
TX0410,EMP012,6758.0,2026-07-15,Card
TX0411,EMP050,10607.0,2026-07-05,UPI
TX0412,EMP038,14359.0,2026-07-04,Card
TX0413,EMP043,26459.0,2026-07-20,UPI
TX0414,EMP041,22138.0,2026-07-10,Net Banking
TX0415,EMP048,19510.0,2026-07-17,Card
TX0416,EMP006,26411.0,2026-07-18,Card
TX0417,EMP045,19553.0,2026-07-26,UPI
TX0418,EMP004,11682.0,2026-08-08,UPI
TX0419,EMP024,12683.0,2026-08-04,UPI
TX0420,EMP030,15752.0,2026-07-16,UPI
TX0421,EMP018,3118.0,2026-07-14,Cash
TX0422,EMP008,22380.0,2026-08-01,Net Banking
TX0423,EMP010,19756.0,2026-07-06,Net Banking
TX0424,EMP042,22068.0,2026-07-23,Card
TX0425,EMP016,16251.0,2026-07-18,Net Banking
TX0426,EMP016,23597.0,2026-07-08,Cash
TX0427,EMP047,28517.0,2026-07-26,UPI
TX0428,EMP008,17313.0,2026-07-14,UPI
TX0429,EMP046,13609.0,2026-07-08,Cash
TX0430,EMP047,3586.0,2026-07-27,Card
TX0431,EMP030,23470.0,2026-07-08,UPI
TX0432,EMP009,27167.0,2026-07-28,Net Banking
TX0433,EMP008,21134.0,2026-07-07,Cash
TX0434,EMP015,26034.0,2026-07-18,Cash
TX0435,EMP029,25905.0,2026-08-03,Net Banking
TX0436,EMP008,24043.0,2026-07-10,Net Banking
TX0437,EMP023,15334.0,2026-08-01,Net Banking
TX0438,EMP006,3445.0,2026-07-30,Card
TX0439,EMP028,595.0,2026-08-07,Net Banking
TX0440,EMP002,6529.0,2026-07-07,Cash
TX0441,EMP036,13215.0,2026-07-30,Cash
TX0442,EMP003,22436.0,2026-08-08,Net Banking
TX0443,EMP010,13946.0,2026-08-01,UPI
TX0444,EMP009,1182.0,2026-07-08,Card
TX0445,EMP042,,2026-08-03,UPI
TX0446,EMP003,29387.0,2026-07-05,Card
TX0447,EMP022,,2026-07-25,Card
TX0448,EMP030,11625.0,2026-07-21,Net Banking
TX0449,EMP026,24247.0,2026-07-22,Net Banking
TX0450,EMP035,21719.0,2026-07-22,Card
TX0451,EMP041,27972.0,2026-07-02,Card
TX0452,EMP020,26683.0,2026-07-21,Cash
TX0453,EMP042,19047.0,2026-08-08,Net Banking
TX0454,EMP016,12141.0,2026-07-18,Net Banking
TX0455,EMP050,18986.0,2026-07-12,UPI
TX0456,EMP026,,2026-08-10,UPI
TX0457,EMP037,10768.0,2026-07-05,Cash
TX0458,EMP044,18457.0,2026-07-20,Card
TX0459,EMP040,17356.0,2026-07-22,UPI
TX0460,EMP043,17639.0,2026-07-20,UPI
TX0461,EMP027,11847.0,2026-08-07,Card
TX0462,EMP003,12569.0,2026-07-18,Card
TX0463,EMP025,800.0,2026-08-09,Cash
TX0464,EMP010,18252.0,2026-07-03,UPI
TX0465,EMP045,17485.0,2026-07-31,Cash
TX0466,EMP012,28093.0,2026-07-25,Cash
TX0467,EMP012,15376.0,2026-07-10,Card
TX0468,EMP013,14295.0,2026-07-10,UPI
TX0469,EMP033,2496.0,2026-07-30,Cash
TX0470,EMP029,6303.0,2026-07-27,Cash
TX0471,EMP048,10472.0,2026-07-26,Card
TX0472,EMP021,11627.0,2026-07-03,Card
TX0473,EMP015,11199.0,2026-07-25,Cash
TX0474,EMP003,12126.0,2026-08-10,Card
TX0475,EMP001,23183.0,2026-07-01,Card
TX0476,EMP019,4367.0,2026-07-20,Card
TX0477,EMP047,10301.0,2026-07-21,Card
TX0478,EMP027,5304.0,2026-08-06,Cash
TX0479,EMP045,9579.0,2026-07-12,Card
TX0480,EMP006,20694.0,2026-07-20,Card
TX0481,EMP005,1879.0,2026-07-30,Cash
TX0482,EMP042,10514.0,2026-07-03,Card
TX0483,EMP006,1198.0,2026-08-02,UPI
TX0484,EMP003,28669.0,2026-08-03,Net Banking
TX0485,EMP021,21954.0,2026-07-30,UPI
TX0486,EMP047,7686.0,2026-07-27,Cash
TX0487,EMP035,6346.0,2026-07-31,Card
TX0488,EMP005,3418.0,2026-08-02,UPI
TX0489,EMP042,14449.0,2026-08-07,UPI
TX0490,EMP043,22728.0,2026-07-18,Net Banking
TX0491,EMP041,17734.0,2026-07-19,Card
TX0492,EMP046,26490.0,2026-07-27,Card
TX0493,EMP012,10642.0,2026-07-08,Cash
TX0494,EMP049,8704.0,2026-08-05,UPI
TX0495,EMP017,14602.0,2026-08-01,Cash
TX0496,EMP041,6461.0,2026-07-26,Card
TX0497,EMP029,29281.0,2026-07-13,Cash
TX0498,EMP039,5980.0,2026-07-15,UPI
TX0499,EMP032,14626.0,2026-07-18,Net Banking
TX0500,EMP033,15899.0,2026-07-28,UPI
TX0501,EMP031,2182.0,2026-08-01,Cash
TX0502,EMP039,14318.0,2026-07-28,Cash
TX0503,EMP037,13913.0,2026-08-08,Card
TX0504,EMP007,8153.0,2026-08-09,UPI
TX0505,EMP042,4275.0,2026-07-29,Card
TX0506,EMP027,1832.0,2026-07-16,Net Banking
TX0507,EMP017,753.0,2026-07-25,Net Banking
TX0508,EMP026,14703.0,2026-07-18,Net Banking
TX0509,EMP049,3150.0,2026-07-26,UPI
TX0510,EMP043,28800.0,2026-08-03,Cash
TX0511,EMP042,7720.0,2026-07-16,UPI
TX0512,EMP024,19749.0,2026-07-21,Cash
TX0513,EMP040,20367.0,2026-07-02,Card
TX0514,EMP020,15117.0,2026-07-31,Cash
TX0515,EMP035,26566.0,2026-07-21,Cash
TX0516,EMP032,3765.0,2026-07-19,Net Banking
TX0517,EMP013,7403.0,2026-07-22,Card
TX0518,EMP014,7946.0,2026-07-09,Card
TX0519,EMP004,4494.0,2026-07-25,Cash
TX0520,EMP007,9195.0,2026-07-31,UPI
TX0521,EMP022,9724.0,2026-07-15,UPI
TX0522,EMP024,23061.0,2026-07-06,Cash
TX0523,EMP009,9397.0,2026-07-16,Net Banking
TX0524,EMP021,26362.0,2026-07-09,Cash
TX0525,EMP031,23293.0,2026-07-16,Net Banking
TX0526,EMP012,27098.0,2026-07-26,UPI
TX0527,EMP017,3604.0,2026-07-05,Card
TX0528,EMP019,29544.0,2026-07-31,Cash
TX0529,EMP026,18611.0,2026-07-10,Card
TX0530,EMP019,29479.0,2026-08-06,UPI
TX0531,EMP037,10967.0,2026-07-31,UPI
TX0532,EMP017,28613.0,2026-07-12,Net Banking
TX0533,EMP022,17863.0,2026-07-24,Cash
TX0534,EMP019,2618.0,2026-07-05,Card
